FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
12105,Akron Volunteer Fire Department,201 E 1st ST,,,Akron,CO,80720-1503,970-345-2600,,WASHINGTON
PA133,Akron-Princeville Fire Protection District,PO Box 504,,PO Box 504,Princeville,IL,61559-0504,309-385-4913,309-385-4589,PEORIA
21103,Akutan Volunteer Fire Department,PO Box 111,,PO Box 111,Akutan,AK,99553-0111,907-698-2315,907-698-2279,ALEUTIANS EAST
165,Alabama Aircraft Fire Crash Rescue,1943 50TH ST N,,,Birmingham,AL,35212-1007,205-510-4846,205-510-4867,JEFFERSON
210,Alabama Port Volunteer Fire Department,PO Box 160,,PO Box 160,Coden,AL,36523-0160,251-422-0197,,MOBILE
TB408,Alabama-Coushatta Indian Nation Fire Department,571 State Park Road 56,,,Livingston,TX,77351-4540,936-563-1200,936-563-2490,POLK
5804,Alabaster Fire Department,910 1ST ST S,,,Alabaster,AL,35007-8939,205-621-8752,205-664-9289,SHELBY
11062,Alachua County Fire Rescue Services,PO Box 5038,,PO Box 5038,Gainesville,FL,32627-5038,352-384-3101,352-384-3157,ALACHUA
4101,"Alamance Community Fire District, Inc.",4107 Presbyterian RD,,,Greensboro,NC,27406,336-697-0572,336-697-7392,GUILFORD
1008,Alameda County Fire Department,6363 Clark AVE,,,Dublin,CA,94568-3001,925-833-3473,925-875-9387,ALAMEDA
15302,Alamo Fire Department,PO Box 646,,PO Box 646,Alamo,GA,30411-0646,912-568-7153,,WHEELER
KN401,Alamo Fire Department,125 S 9TH ST,,,Alamo,TX,78516-2525,956-787-5787,956-787-0818,HIDALGO
AW501,Alamo Heights Fire Department,6116 Broadway ST,,,Alamo Heights,TX,78209-4545,210-824-1281,210-828-3006,BEXAR
53003,Alamo Rural Fire Protection District,PO Box 36,,PO Box 36,Alamo,ND,58830-0036,701-528-3662,701-577-6844,WILLIAMS
NV201,Alamo Springs Volunteer Fire Department,139 Hope RD # A,,,Fredericksburg,TX,78624-6135,555-555-5555,,GILLESPIE
3901,Alamo Township Fire and Rescue Department,7840 N Sixth ST,,,Kalamazoo,MI,49009-8871,269-345-3010,,KALAMAZOO
17111,Alamo Volunteer Fire Department,74 E Park ST,,,Alamo,TN,38001-1765,731-696-4515,731-696-4045,CROCKETT
15046,Alamo West Fire Rescue,23 El Paso Drive,,PO Box ,Alamogordo,NM,88310,505-434-3686,,OTERO
305,Alamosa Fire Department,PO Box 419,,PO Box 419,Alamosa,CO,81101-0419,719-587-2530,719-587-2555,ALAMOSA
2401,Alanson- Littlefield Fire Department,PO Box 442,,PO Box 442,Alanson,MI,49706-0442,231-548-5646,231-548-3609,EMMET
34841,Alanthus Hill Volunteer Fire Department,1706 Rob Camp RD,,,Tazewell,TN,37879-7010,423-733-4065,,HANCOCK
1007,Alapaha Fire Department,PO Box 385,,PO Box 385,Alapaha,GA,31622-0385,229-532-6401,229-532-7474,BERRIEN
8704,Alarka Volunteer Fire Department Inc.,PO Box 2028,,PO Box 2028,Bryson City,NC,28713,828-488-4144,828-488-4144,SWAIN
4101,Alaska Volunteer Fire Department,28987 Alaska LN NW,,,Puposky,MN,56667,218-243-2785,,BELTRAMI
501,Alba Fire Department,PO Box 224,,PO Box 224,Alba,MI,49611-0224,231-584-2100,231-584-2103,ANTRIM
XZ301,Alba Volunteer Fire Department,PO Box 197,,PO Box 197,Alba,TX,75410-0197,903-765-2396,903-765-9043,WOOD
5201,Albany Area Volunteer Fire Department,5533 Fire Department LN,,,Albany,OH,45710-9556,740-698-7286,740-698-6019,ATHENS
3801,Albany Community Fire Protection District,PO Box 31,,PO Box 31,Albany,MO,64402,660-726-3030,660-726-3487,GENTRY
23010,Albany Community Volunteer Fire Department,PO Box 92,,PO Box 92,Albany,WI,53502-0092,608-862-3919,,GREEN
1501,Albany County Fire Department,2920 County Shop Road,,,Laramie,WY,82070,307-742-2534,307-721-2539,ALBANY
73124,Albany Fire Department,PO Box 1,,PO Box 1,Albany,MN,56307-0001,320-845-4040,320-845-6843,STEARNS
4701,Albany Fire Department,320 N Jackson ST,,,Albany,GA,31701-2584,229-302-1901,229-431-3207,DOUGHERTY
1010,Albany Fire Department,1000 San Pablo AVE,,,Albany,CA,94706-2226,510-528-5778,510-528-5774,ALAMEDA
1001,Albany Fire Department and Emergency Services,26 Broad ST,,,Albany,NY,12202-1813,518-447-7879,518-447-7883,ALBANY
4,Albany Fire Department Station,333 Broadalbin ST SW,,PO Box 490,Albany,OR,97321-0490,541-917-7700,541-917-7716,LINN
WF183,Albany Fire Protection District,409 S Church ST,,PO Box 314,Albany,IL,61230,309-887-4451,309-887-4504,WHITESIDE
1211,Albany International Airport Fire Department,10 Jetway DR,,,Albany,NY,12211-2806,518-242-2332,518-242-2620,ALBANY
10006,Albany Volunteer Fire Department,2514 Chamberlin Hill RD,,,Irasburg,VT,5845,000-000-0000,,ORLEANS
VN401,Albany Volunteer Fire Department,PO Box 3025,,PO Box 3025,Albany,TX,76430-8050,325-762-3133,325-762-3819,SHACKELFORD
7019,Albany Volunteer Fire Department,PO Box 73,,PO Box 73,Albany,OK,74721,580-920-1074,580-924-6440,BRYAN
18001,Albany-Delaware Township Volunteer Fire Department,214 E State ST,,,Albany,IN,47320,765-789-6390,765-789-6390,DELAWARE
7301,Albee Township Fire Department,10755 East RD,,,Burt,MI,48417-2077,989-770-4897,989-770-4059,SAGINAW
8401,Albemarle Fire Department,PO Box 190,,PO Box 190,Albemarle,NC,28002-0190,704-984-9700,704-984-9701,STANLY
6721,Albert J. Ellis Airport Fire Department,264 Albert J. Ellis Airport RD,,,Richlands,NC,28574-5102,910-324-1100,910-324-1082,ONSLOW
24201,Albert Lea Fire Rescue,221 E Clark ST,,,Albert Lea,MN,56007-2421,507-377-4340,507-377-4336,FREEBORN
6001,Albert Township/Lewiston Fire Department,4196 Salling ST,PO Box 299,PO Box ,Lewiston,MI,49756,989-786-3900,989-786-1160,MONTMORENCY
BT301,Albert Volunteer Fire Department,2008 Main,,PO Box 88,Albert,KS,67511-0045,620-923-4665,620-923-4365,BARTON
2501,Alberta Volunteer Fire Department,PO Box 178,,PO Box 178,Alberta,VA,23821-0178,434-949-7541,434-949-0760,BRUNSWICK
30001,Albertson Fire Company,100 I.U. Willets RD,,,Albertson,NY,11507-1412,516-248-7182,516-248-0403,NASSAU
3101,Albertson Volunteer Fire Department,PO Box 10,,PO Box 10,Albertson,NC,28508-0010,252-569-4552,252-568-4592,DUPLIN
5001,Albertville Fire & Rescue,212 S Broad ST,,PO Box 1248,Albertville,AL,35950,256-891-8230,256-891-8236,MARSHALL
86101,Albertville Fire Department,PO Box 9,,PO Box 9,Albertville,MN,55301-0009,763-497-3384,763-497-3210,WRIGHT
1301,Albion Department of Public Safety,112 W Cass ST,,,Albion,MI,49224-1731,517-629-3933,517-629-7828,CALHOUN
64001,Albion Fire and Rescue,PO Box 18,,PO Box 18,Albion,IA,50005,641-488-2799,641-488-2799,MARSHALL
57001,Albion Fire Department,210 Fire Station DR,,,Albion,IN,46701-1701,260-636-7712,260-636-6030,NOBLE
37001,Albion Fire Department,35 E Bank ST 37,,,Albion,NY,14411-1209,585-589-4223,585-589-1218,ORLEANS
64001,Albion Fire Department,PO Box 88,,PO Box 88,Albion,OK,74521-0088,918-563-4314,,PUSHMATAHA
EB114,Albion Fire Department,27 W Elm ST,,,Albion,IL,62806-1016,618-445-3214,,EDWARDS
1701,Albion Fire Department,PO Box 579,,PO Box 579,Albion,RI,02802-0579,401-333-1242,401-333-1384,PROVIDENCE
38M01,Albion Fire Department,2nd & F  ST,PO Box 22,,Albion,WA,99102,509-332-5609,509-334-5503,WHITMAN
31342,Albion Fire Protection District,PO Box 125,,PO Box 125,Albion,ID,83311-0125,208-673-6472,,CASSIA
F1040,Albion Fire-Rescue,22 Main ST,,,Albion,ME,04910-6142,207-437-2183,207-437-2903,KENNEBEC
23001,Albion Volunteer Fire and Rescue Department,PO Box 227,,PO Box 227,Albion,NE,68620-0227,402-395-6501,,BOONE
25620,Albion Volunteer Fire Department,19 Smock AVE,,,Albion,PA,16401-1113,814-756-4210,814-969-0812,ERIE
69159,Alborn Fire Department,6615 Highway 47,,,Alborn,MN,55702-8233,218-343-2243,218-345-6917,SAINT LOUIS
39101,Albright Volunteer Fire Department,127 Bishop AVE,,,Albright,WV,26519,304-329-3977,304-329-3982,PRESTON
1007,Albuquerque Fire Department,11500 Sunset Gardens SW,,,Albuquerque,NM,87121-7758,505-768-9300,505-768-9345,BERNALILLO
7009,"Alburgh Volunteer Fire Department, Inc.",4 Firehouse RD,,,Alburgh,VT,05440-4403,802-796-3402,802-796-3162,GRAND ISLE
57001,Alburnett Fire Department,120 N Main AVE,,,Alburnett,IA,52202-9999,319-842-2395,319-842-2537,LINN
39001,Alburtis Fire Company # 1,328 S Main ST,PO Box 904,,Alburtis,PA,18011-0904,610-966-3535,610-966-1565,LEHIGH
62004,Alcester Volunteer Fire Department,PO Box 534,,PO Box 534,Alcester,SD,57001-0534,605-934-2720,,UNION
87011,Alcoa Fire Department,4000 W State Route 66,BLDG 05,,Newburgh,IN,47629-0010,812-853-4336,812-853-1300,WARRICK
108,Alcona Township Fire Department,5576 S US Highway  23,,,Black River,MI,48721-9716,989-727-2539,989-727-2539,ALCONA
1004,Alcorn Volunteer Fire Department,818 HWY 152,,,Humphrey,AR,72073,870-873-4753,,ARKANSAS
8001,Alda Volunteer Fire Department,PO Box 100,,PO Box 100,Alda,NE,68810,308-385-5576,308-385-5658,HALL
24103,Alden Fire Department,174 N Broadway ST,,PO Box 241,Alden,MN,56009,507-874-3620,507-874-3385,FREEBORN
RC303,Alden Fire Department,23 Pioneer ST,,,Alden,KS,67512-9330,620-931-5476,,RICE
42002,Alden Fire Department,PO Box 26,,PO Box 26,Alden,IA,50006-0026,515-859-3344,515-859-3345,HARDIN
15002,Alden Fire Department,13336 Broadway ST,,,Alden,NY,14004-1375,716-937-9216,716-937-8936,ERIE
8015,Alden Volunteer Fire Department,PO Box 638,,PO Box 638,Carnegie,OK,73015-9645,580-654-2611,,CADDO
25015,Alder Fire District,29 Upper Ruby RD,,PO Box 102,Alder,MT,59710,406-842-5908,,MADISON
5022,Alder Springs Volunteer Fire Department,PO Box 1112,,PO Box 1112,Albertville,AL,35951-0018,256-894-3473,256-894-3473,MARSHALL
61001,Alderson Fire Department,PO Box 249,,PO Box 249,Alderson,OK,74522-0249,918-423-2260,,PITTSBURG
10707,"Aldie Volunteer Fire Department, Inc.",PO Box 466,,PO Box 466,Aldie,VA,20105-0466,703-327-6712,703-327-0202,LOUDOUN
KA501,Aldine Fire & Rescue,1009 Aldine Bender RD,,,Houston,TX,77032,281-590-8184,,HARRIS
MM113,Aledo Fire Protection District,PO Box 148,,PO Box 148,Aledo,IL,61231-0148,309-582-2208,309-582-2207,MERCER
SY301,Aledo Volunteer Fire Department,PO Box 323,,PO Box 323,Springtown,TX,76082-0323,817-523-7598,817-220-7598,PARKER
29103,Aleknagik Volunteer Fire Department,PO Box 33,,PO Box 33,Aleknagik,AK,99555-0033,907-842-1731,907-842-2107,DILLINGHAM
30023,Alert Engine Hook & Ladder & Hose Company #1,555 Middle Neck RD,,,Great Neck,NY,11023,516-487-1057,516-487-1045,NASSAU
6201,Alexander City Fire Department,PO Box 552,,PO Box 552,Alexander City,AL,35011-0552,256-329-6780,256-329-6786,TALLAPOOSA
63016,Alexander Fire & Rescue,PO Box 610,,PO Box 610,Alexander,AR,72002-0610,501-847-5265,501-847-0217,SALINE
19002,Alexander Fire Department,10505 Main ST,,PO Box 152,Alexander,NY,14005-0152,585-591-2411,585-591-4010,GENESEE
MQ124,Alexander Fire Protection District,104 E Old 36,,,Alexander,IL,62601-7122,217-478-3341,217-478-3341,MORGAN
27004,Alexander Volunteer Fire Department,PO Box 131,,PO Box 131,Alexander,ND,58831-0313,701-828-3352,,MCKENZIE
LV413,Alexandreia Township Volunteer Fire Department,21192 McIntyre RD,,,Leavenworth,KS,66048,913-250-1995,,LEAVENWORTH
23003,Alexandria Bay Fire Department,PO Box 623,,PO Box 623,Alexandria Bay,NY,13607-0623,315-482-2121,315-482-4821,JEFFERSON
21111,Alexandria Fire Department,102 High ST,,,Alexandria,TN,37012-2111,615-529-2171,,DEKALB
51000,Alexandria Fire Department,900 2ND ST,,,Alexandria,VA,22314-1348,703-746-5200,703-838-5093,ALEXANDRIA CITY
21101,Alexandria Fire Department,302 Fillmore ST,,,Alexandria,MN,56308,320-763-6488,320-762-9723,DOUGLAS
48001,Alexandria Fire Department,212 S Harrison ST,,,Alexandria,IN,46001-2422,765-724-2195,765-724-9483,MADISON
34001,Alexandria Fire District,PO Box 253,,PO Box 253,Alexandria,SD,57311-0253,605-239-4767,,HANSON
19079,Alexandria Fire District,7951 Alexandria PIKE,,,Alexandria,KY,41001-1159,859-635-5991,859-635-5999,CAMPBELL
2302,Alexandria Fire Protection District,PO Box 128,,PO Box 128,Alexandria,MO,63430-0128,660-754-6617,,CLARK
31001,Alexandria Volunteer Fire Company,PO Box 378,,PO Box 378,Alexandria,PA,16611-0378,814-669-9107,814-669-1321,HUNTINGDON
1106,"Alexandria Volunteer Fire Department, Inc.",PO Box 174,,PO Box 174,Alexandria,AL,36250-0174,256-820-2121,,CALHOUN
45001,Alexandria-Saint Albans Township Fire Department,25 E Main ST,,,Alexandria,OH,43001,740-924-2211,740-924-5454,LICKING
WB113,Alexis Fire Protection District,PO Box 72,,PO Box 72,Alexis,IL,61412-0072,309-482-5551,,WARREN
3602,Alexis Volunteer Fire Department,PO Box 157,,PO Box 157,Alexis,NC,28006-0157,704-263-5810,704-263-0073,GASTON
570,Alfalfa Fire District,25889 Alfalfa Market RD,,,Bend,OR,97701-9330,541-382-2333,,DESCHUTES
8014,Alfalfa Volunteer Fire Department,RR 1 Box 96,,,Carnegie,OK,73015,580-637-2333,,CADDO
3006,Alford Fire Department,5 Alford Center RD,,,Great Barrington,MA,01230-8920,413-528-3641,413-528-3641,BERKSHIRE
25051,Alford Volunteer Fire Department,PO Box 128,,PO Box 128,Alford,FL,32420-0128,850-579-4684,850-579-2523,JACKSON
R1060,Alfred Fire Department,77 Kennebunk RD,,PO Box 36,Alfred,ME,4002,207-324-8969,207-324-8347,YORK
2002,Alfred Station Fire Company,PO Box 282,,PO Box 282,Alfred Station,NY,14803-0282,607-587-9201,607-587-9201,ALLEGANY
33203,Alger Community Fire Association,PO Box 31,,PO Box 31,Alger,OH,45812-0031,419-757-2222,419-757-2222,HARDIN
31010,Algoma City Fire Department,400 3RD ST,,,Algoma,WI,54201-1211,920-487-2712,920-487-2716,KEWAUNEE
4102,Algoma Township Fire Department,10531 Algoma AVE NE,,,Rockford,MI,49341-9136,616-866-2607,616-866-2649,KENT
70090,Algoma Township Fire Department,2622 Omro RD,,,Oshkosh,WI,54904-7724,920-233-5905,,WINNEBAGO
55001,Algona Fire Department,707 E State ST,,,Algona,IA,50511-2841,515-295-3642,515-295-4897,KOSSUTH
7401,Algonac Fire Department,805 Saint Clair River DR,,,Algonac,MI,48001-1555,810-794-3431,810-794-8323,SAINT CLAIR
MJ122,Algonquin-Lake in the Hills Fire Protection District,1020 W Algonquin RD,,,Algonquin,IL,60156-3500,847-658-8233,847-854-2609,MCHENRY
MC233,Alhambra Community Fire Protection District,214 E Main ST,,PO Box 24,Alhambra,IL,62001,618-488-3865,,MADISON
19005,Alhambra Fire Department,301 N 1ST ST,,,Alhambra,CA,91801-2454,626-570-5190,626-457-8961,LOS ANGELES
NN601,Alice Fire Department,PO Box 3229,,PO Box 3229,Alice,TX,78333-3229,361-664-3111,361-664-9638,JIM WELLS
9005,Alice Rural Fire District,13726 46TH ST SE,,,Alice,ND,58031-9559,701-689-6430,,BARNES
5401,Aliceville Volunteer Fire Department,215 First ST NE,,,Aliceville,AL,35442,205-373-2555,205-373-6225,PICKENS
4091,Aliquippa Bureau of Fire,1499 Kennedy BLVD,,,Aliquippa,PA,15001-2617,724-378-4433,,BEAVER
B6000,Allagash Volunteer Fire Department,1063 Allagash RD,,,Allagash,ME,04774-4156,207-398-3198,207-398-4229,AROOSTOOK
21010,Allamuchy Township Volunteer Fire Department,PO Box 69,,PO Box 69,Allamuchy,NJ,07820-0069,908-850-4850,908-684-9655,WARREN
25121,Allardt Fire Department,PO Box 159,,PO Box 159,Allardt,TN,38504-0159,931-879-2648,931-879-7125,FENTRESS
41014,Alleene Volunteer Fire Department,153 LR 143,,PO Box 107,Alleene,AR,71820-0107,870-542-7657,,LITTLE RIVER
301,Allegan Fire District,300 Monroe ST,,,Allegan,MI,49010-1219,269-673-4459,269-686-8262,ALLEGAN
324,Allegan Township Fire Department,2072  34th St.,,,Allegan,MI,49010,269-673-9643,269-686-2409,ALLEGAN
5001,Allegany Fire Department,186 W Main St,,,Allegany,NY,14706-1233,716-373-1245,716-373-1430,CATTARAUGUS
5361,Allegany Indian Reservation Volunteer Fire Department,PO Box 500,,PO Box 500,Salamanca,NY,14779-0500,716-945-2730,,CATTARAUGUS
2100,Allegheny County Airport Authority Fire Rescue,PO Box 12370,,PO Box 12370,Pittsburgh,PA,15231-0370,412-472-5604,412-472-5614,ALLEGHENY
2396,Allegheny Ludlum Steel Corporation Fire Brigade,100 River RD,Door 401,,Brackenridge,PA,15014-1537,724-226-5361,724-226-5366,ALLEGHENY
7050,Allegheny Township Fire Department,RR5 Box 2373,,,Altoona,PA,16601,814-944-6304,814-944-6366,BLAIR
65099,Allegheny Township Volunteer Fire Company 1,PO Box 487,,PO Box 487,Leechburg,PA,15656-0487,724-845-8900,724-845-1414,WESTMORELAND
2315,Allegheny Valley Volunteer Fire Company #1,PO Box 397,,PO Box 397,Harwick,PA,15049-0397,724-274-4250,724-274-0692,ALLEGHENY
15008,Allen Community Volunteer Fire Department,3068 Ridgewood LN,,,Hazlehurst,MS,39083-8706,601-277-4046,601-894-1676,COPIAH
AL410,Allen County Rural Volunteer Fire Department,619 N 4TH ST,,,Iola,KS,66749-2523,000-000-0000,,ALLEN
CN501,Allen Fire Department,310 Century  PKWY,,,Allen,TX,75013,972-727-0260,972-727-0265,COLLIN
36161,Allen Fire Department,PO Box 276,,PO Box 276,Allen,KY,41601-0276,606-874-8191,,FLOYD
62002,Allen Fire Department,PO Box 402,,PO Box 402,Allen,OK,74825,580-857-2100,580-857-2461,PONTOTOC
2015,Allen Parish Fire District 5,PO Box 1064,,PO Box 1064,Oberlin,LA,70655-1064,337-639-4228,337-639-4228,ALLEN
2005,Allen Parish Fire Protection District # 4,PO Box 576,,PO Box 576,Kinder,LA,70648-0576,337-738-5900,337-738-5900,ALLEN
2020,Allen Parish Ward 3 Fire Department #2,313 Ford ST,PO Box 273,,Reeves,LA,70658-0273,337-666-2405,,ALLEN
8201,Allen Park Fire Department,6730 Roosevelt AVE,,,Allen Park,MI,48101-2529,313-928-0024,313-928-6377,WAYNE
48045,Allen Township Fire Company 1,3530 Howertown RD,,,Northampton,PA,18067-9456,610-262-1101,610-262-4476,NORTHAMPTON
3001,Allen Township Fire Department,PO Box 92,,PO Box 92,Allen,MI,49227-0092,517-869-2607,517-278-2316,HILLSDALE
80215,Allen Township Fire Department,16945 Allen Center RD,,,Marysville,OH,43040-9674,937-642-5536,937-642-5577,UNION
LB114,Allen Township Fire Protection District,102 S Lincoln ST,,,Ransom,IL,60470-7506,815-586-4421,815-586-4421,LA SALLE
1301,Allen Volunteer Fire Department,4000 US HWY 601 S,,,Concord,NC,28025,704-782-5475,704-782-0768,CABARRUS
9001,Allen's Crossroads Volunteer Fire Department,5408 White Store RD,,,Wingate,NC,28174-8771,704-624-5921,704-624-5577,UNION
62001,Allen-Clay Joint Fire District,3155 N Genoa Clay Center RD,,,Genoa,OH,43430-9464,419-855-4733,419-855-1074,OTTAWA
35001,Allen-Waterbury Fire and Rescue,PO Box 40,,PO Box 40,Allen,NE,68710,402-635-2141,,DIXON
7001,Allendale Fire Department,6676 Lake Michigan DR,PO Box 539,,Allendale,MI,49401-0539,616-845-4544,616-895-6330,OTTAWA
2010,Allendale Fire Department,500 W Crescent AVE,,PO Box 44,Allendale,NJ,7401,201-327-7015,201-327-5647,BERGEN
WA118,Allendale Rural Fire Protection District,PO Box 39,,PO Box 39,Allendale,IL,62410-0039,618-299-4971,618-299-5101,WABASH
13010,Allenhurst FIre Department,PO Box 147,,PO Box 147,Allenhurst,NJ,07711-0147,731-531-7239,731-531-1305,MONMOUTH
63040,Allenport Volunteer Fire Department,1850 Main ST,,,Allenport,PA,15412-0233,724-326-4542,,WASHINGTON
1303,Allenspark Fire Protection District,PO Box 153,,PO Box 153,Allenspark,CO,80510-0153,303-747-2586,,BOULDER
60110,Allenstown Fire Department,1 Ferry ST,,,Allenstown,NH,03275-1603,603-485-9202,603-268-0640,MERRIMACK
A9805,Allensville Fire Department,PO Box 131,,PO Box 131,Allensville,KY,42204-0131,270-604-2775,,TODD
44025,Allensville Volunteer Fire Company,PO Box 161,,PO Box 161,Allensville,PA,17002-0161,717-483-6866,,MIFFLIN
7307,Allensville Volunteer Fire Department,1344 Dennys Store RD,,,Roxboro,NC,27574-9596,336-597-9000,336-597-9112,PERSON
66020,Allenton Fire Department,PO Box 107,,PO Box 107,Allenton,WI,53002-0107,262-629-5413,262-629-1355,WASHINGTON
39060,Allentown Fire Department,641 S 10TH ST,,,Allentown,PA,18103-3173,610-437-7765,610-437-7766,LEHIGH
16032,Allentown Road Volunteer Fire Department (Prince Georges County Fire Department),8709 Allentown RD,,,Fort Washington,MD,20744,301-883-7732,301-265-1164,PRINCE GEORGES
2003,Allentown Volunteer Fire Department,PO Box 82,,PO Box 82,Allentown,NY,14707-0082,585-593-6072,585-593-6072,ALLEGANY
15806,Allentown Volunteer Fire Department,PO Box 34,,PO Box 34,Allentown,GA,31003-0034,478-962-0454,478-962-0543,WILKINSON
93001,Allerton Fire Department,100 E Pine ST,,,Allerton,IA,50008-9700,641-873-6886,,WAYNE
VA112,Allerton Fire Protection District,PO Box 81,,PO Box 81,Allerton,IL,61810-0081,217-834-3451,217-834-3462,VERMILION
805,Allgood Volunteer Fire And Rescue,PO Box 181,,PO Box 181,Allgood,AL,35013-0181,205-274-7138,205-274-9202,BLOUNT
65001,Alliance Fire Department,315 Cheyenne AVE,,,Alliance,NE,69301-3349,308-762-2151,308-762-9811,BOX BUTTE
76001,Alliance Fire Department,63 E Broadway ST,,,Alliance,OH,44601-2646,330-821-1213,330-821-4716,STARK
,Alliant Techsystem Fire Department,5000 S 8400 W,,PO Box 98,Magna,UT,84044,801-251-2541,801-251-4695,SALT LAKE
48060,"Allied Emergency Services, Inc.",PO Box 153,,PO Box 153,Dresser,WI,54009-0153,715-755-2945,,POLK
13207,Alligator Fire District,2788 Union School RD,,,Mc Bee,SC,29101-8718,843-307-8866,,CHESTERFIELD
59031,"Alligator Point Volunteer Fire Department, Inc.",PO Box 291,,PO Box 291,Panacea,FL,32346,850-349-2100,,WAKULLA
MK363,Allin Township Fire Protection District,PO Box 47,,PO Box 47,Stanford,IL,61774-0047,309-379-4341,309-379-4005,MCLEAN
6251,Allingtown Volunteer Fire Department,PO Box 26484,,PO Box 26484,West Haven,CT,06516-0959,203-933-2541,203-933-5419,NEW HAVEN
67131,Allons Volunteer Fire and Rescue Department,PO Box 156,,PO Box 156,Allons,TN,38541,931-823-9638,931-823-9638,OVERTON
17010,Alloway Township Fire Company,17 E main ST,PO Box 644,,Alloway,NJ,8001,856-935-7716,856-935-6010,SALEM
4205,Allowez Township Fire Department,102 2nd ST,PO Box 64,,Mohawk,MI,49950,906-337-2302,906-337-2090,KEWEENAW
301,Alma Bacon County Fire Department,PO Box 429,,PO Box 429,Alma,GA,31510-0429,912-632-8737,912-632-2351,BACON
27010,Alma Center Community Fire Department,200 N Church ST,,,Alma Center,WI,54611-7713,715-964-6207,715-964-6207,JACKSON
