NAME,ADDRESS,CITY,STATE,LATITUDE,LONGITUDE
DESERT SPRINGS HOSPITAL MEDICAL CENTER,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,36.11395958,-115.1245052
EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,40.01881298,-75.09946405
THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,39.94970838,-75.15794605
PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,39.95887248,-75.19926368
ST JOSEPHS HOSPITAL,16TH STREET & GIRARD AVENUE,PHILADELPHIA,PA,39.97148609,-75.16319015
VA MEDICAL CENTER - PHILADELPHIA,UNIVERSITY & WOODLAND AVENUES,PHILADELPHIA,PA,39.94788477,-75.20007509
GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,40.96814496,-76.60525611
NORTHSIDE HOSPITAL - CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,34.229238,-84.466259
"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",260 MJ TAYLOR ROAD,ADEL,GA,31.10819893,-83.42737285
NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,48.53807731,-109.6858178
MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,32.78588204,-79.94792136
VERITAS COLLABORATIVE GEORGIA,41 PERIMETER CENTER EAST,ATLANTA,GA,33.9242473,-84.33106507
PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,38.66325,-78.468518
UH PORTAGE - ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,RAVENNA,OH,41.17605775,-81.2490173
DELL CHILDREN'S MEDICAL CENTER,4900 MUELLER BOULEVARD,AUSTIN,TX,30.30311083,-97.70702246
COOK CHILDREN'S MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,32.73707173,-97.34140504
ARBOR HEALTH MORTON GENERAL HOSPITAL,521 ADAMS ST,MORTON,WA,46.55567481,-122.2803544
"INDIANA SPINE HOSPITAL, LLC",13219 N MERIDIAN STREET,CARMEL,IN,39.98041995,-86.15347262
ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,19333 W NORTH AVE,BROOKFIELD,WI,43.0593759,-88.15451943
ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,10101 SOUTH 27TH STREET,FRANKLIN,WI,42.86001258,-87.9540681
ASCENSION SE WISCONSIN HOSPITAL ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,43.07412025,-87.9760734
ASCENSION ST CLARES HOSPITAL,3400 MINISTRY PARKWAY,WESTON,WI,44.89018231,-89.58014599
ASCENSION ST FRANCIS HOSPITAL,3237 S 16TH ST,MILWAUKEE,WI,42.98565775,-87.93465729
ASCENSION ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,45.63947041,-89.37482659
MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,39.7448932,-84.18590861
ASCENSION ST MICHAELS HOSPITAL,900 ILLINOIS AVE,STEVENS POINT,WI,44.52643184,-89.56709621
ASPIRUS RIVERVIEW HSPTL ASSOC,410 DEWEY STREET,WISCONSIN RAPIDS,WI,44.38175803,-89.82988944
ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,44.96584185,-89.66789021
AURORA LAKELAND MED CTR,W3985 CTY RD NN,ELKHORN,WI,42.66189503,-88.49619199
AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,43.31840584,-88.36246156
AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,42.56939682,-87.93546502
AURORA MED CTR MANITOWOC CTY,5000 MEMORIAL DR,TWO RIVERS,WI,44.12536783,-87.61945613
MHP MEDICAL CENTER,2451 INTELLIPLEX DRIVE,SHELBYVILLE,IN,39.560356,-85.785817
COVENANT CHILDREN'S HOSPITAL,4015 22ND PLACE,LUBBOCK,TX,33.57340325,-101.900592
PARKVIEW WABASH HOSPITAL,10 JOHN KISSINGER DRIVE,WABASH,IN,40.820937,-85.823901
NEURO BEHAVIORAL HOSPITAL,9330 BROADWAY,CROWN POINT,IN,41.44880307,-87.33726012
PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,IN,37.967931,-86.731667
ST JOSEPH HEALTH CENTER,667 EASTLAND AVE SE,WARREN,OH,41.23091175,-80.77715528
TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,WARREN,OH,41.23585592,-80.79877826
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,OR,45.70483197,-121.5239086
RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,41.12508686,-87.88189889
BLUE MOUNTAIN HOSPITAL,170 FORD ROAD,JOHN DAY,OR,44.41711272,-118.9596915
VASSAR BROTHERS MEDICAL CENTER,45 READE PL,POUGHKEEPSIE,NY,41.69385894,-73.93578611
ERIE COUNTY MEDICAL CENTER,462 GRIDER ST,BUFFALO,NY,42.9250771,-78.83114577
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,43.12280887,-77.62425943
NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DR,MANHASSET,NY,40.77763592,-73.70161094
EDWIN SHAW REHABILITATION INSTITUTE,330 BROADWAY EAST,CUYAHOGA FALLS,OH,41.13214627,-81.47737547
NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,40.72625551,-73.55373802
SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,OCEANSIDE,NY,40.650998,-73.63083944
UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,750 E ADAMS ST,SYRACUSE,NY,43.04189732,-76.13983046
ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,70 DUBOIS ST,NEWBURGH,NY,41.50342485,-74.01456558
PARKLAND MEDICAL CENTER,ONE PARKLAND DRIVE,DERRY,NH,42.87677117,-71.31666154
ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,41.44191408,-74.36831227
SAMARITAN HOSPITAL,2215 BURDETT AVE,TROY,NY,42.73329249,-73.672164
CANTON-POTSDAM HOSPITAL,50 LEROY ST,POTSDAM,NY,44.67651062,-74.98211632
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING ST,FRIDAY HARBOR,WA,48.52677897,-123.0296011
MONTEFLORE NYACK HOSPITAL,160 N MIDLAND AVE,NYACK,NY,41.09621147,-73.92601813
SARATOGA HOSPITAL,211 CHURCH ST,SARATOGA,NY,43.08588022,-73.79678273
NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA HIGHLAND PARK HOSPITAL,777 PARK AVENUE WEST,HIGHLAND PARK,IL,42.19110677,-87.80841495
ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,42.274235,-87.95769974
ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,42.19538237,-88.17281887
GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,40.95579903,-90.36576026
ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,40.98671028,-90.36024492
MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,42.44925783,-87.82783284
KENNEDY KREIGER INSTITUTE,707 N BROADWAY,BALTIMORE,MD,39.29928098,-76.59281871
MERCY MEDICAL CENTER,301 ST PAUL PLACE,BALTIMORE,MD,39.29292155,-76.61288423
SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVE,BALTIMORE,MD,39.35230251,-76.66209015
UNIVERSITY OF MARYLAND MEDICAL CENTER,22 S GREENE ST,BALTIMORE,MD,39.28790857,-76.62492593
ST. JAMES HOSPITAL,411 CANISTEO ST,HORNELL,NY,42.31387327,-77.6606131
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,MD,39.29067881,-76.54677819
VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,43.38458975,-72.34069671
HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,42.87166334,-71.15420708
FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,43.2975566,-70.96016086
CROTCHED MOUNTAIN REHABILITATION CENTER,1 VERNEY DRIVE,GREENFIELD,NH,42.9718711,-71.87453591
SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,42.75627984,-71.4613747
ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,42.74923911,-71.48021205
ELLIOT HOSPITAL CITY OF MANCHESTER,ONE ELLIOT WAY,MANCHESTER,NH,42.983954,-71.438
CONCORD HOSPITAL,250 PLEASANT STREET,CONCORD,NH,43.19774414,-71.5620204
FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVE,FRANKLIN,NH,43.44840426,-71.64455273
UNIVERSITY HOSPITAL STONEY BROOK SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,40.88505974,-72.37994406
EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,GREENPORT,NY,41.11036057,-72.36112732
HUNTINGTON HOSPITAL,270 PARK AVE,HUNTINGTON,NY,40.87932924,-73.41619953
SOUTHSIDE HOSPITAL,301 E MAIN ST,BAY SHORE,NY,40.72596015,-73.24115864
SAINT JOSEPH HOSPITAL,ONE ST JOSEPH DRIVE,LEXINGTON,KY,38.03233973,-84.52329929
SHRINERS HOSPITAL FOR CHILDREN,1900 RICHMOND RD,LEXINGTON,KY,38.02270661,-84.47269852
GOOD SAMARITAN HOSPITAL - WEST ISLIP,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,40.69388013,-73.29439462
HEALTHALLIANCE HOSPITAL - BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,41.92665841,-73.99484207
ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,41.73262979,-74.37903498
NEWARK-WAYNE COMMUNITY HOSPITAL,1200 DRIVING PARK AVE BOX 111,NEWARK,NY,43.06049938,-77.10166991
ST. JOHN'S RIVERSIDE HOSPITAL - DOBBS FERRY,128 ASHFORD AVE,DOBBS FERRY,NY,41.01439225,-73.86191965
PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,41.10900706,-73.86308776
TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,37.4725153,-86.28859309
OUR LADY OF BELLEFONTE HOSPITAL,1000 ST. CHRISTOPHER DRIVE,ASHLAND,KY,38.50845432,-82.69261651
BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVE,VALHALLA,NY,41.07484754,-73.79997224
PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,39.74608499,-90.26048664
BROOK LANE HEALTH SERVICES,13218 BROOK LANE DRIVE,HAGERSTOWN,MD,39.6769953,-77.6105994
GARRARD COUNTY HOSPITAL,308 WEST MAPLE AVENUE,LANCASTER,KY,37.62202606,-84.58515725
WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,41.08609075,-73.80495477
MONTEFIORE MEDICAL CENTER - MOSES DIVISION,111 E 210TH ST,BRONX,NY,40.88007926,-73.8798267
FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,38.16066175,-84.9068937
NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVE,BRONX,NY,40.8803656,-73.88105711
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,39.62219281,-77.68256295
BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,40.6552691,-73.91255653
BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,BROOKLYN,NY,40.69057251,-73.97788376
MONTEFIORE WESTCHESTER SQUARE MEDICAL CENTER,2475 RAYMOND AVENUE,BRONX,NY,40.84074311,-73.84851753
KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVE,BROOKLYN,NY,40.65661638,-73.94469079
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,40.58541438,-73.96533243
NYU LUTHERAN MEDICAL CENTER,150 55TH ST,BROOKLYN,NY,40.64656399,-74.02091469
JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,40.85629836,-73.84751215
NEW YORK METHODIST HOSPITAL,506 6TH ST,BROOKLYN,NY,40.6677617,-73.97899052
NYU HOSPITAL FOR JOINT DISEASES,301 E 17TH ST,NEW YORK,NY,40.73443169,-73.98299996
NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,3959 BROADWAY,NEW YORK,NY,40.83976326,-73.94128258
THE ADDICTION INSTITUTE OF NEW YORK,1000 10TH AVE,NEW YORK,NY,40.76941213,-73.9868084
ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,40.74482736,-73.88607967
JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,40.70010365,-73.81611489
HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,40.45868989,-87.65973327
OSF HEALTHCARESYSTEM DBA SACRED HEART MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,40.13783245,-87.64543324
THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,36.99597151,-86.42975938
NEW YORK PRESBYTERIAN QUEENS,56 45 MAIN ST,FLUSHING,NY,40.74677228,-73.82541638
"ROCK REGIONAL HOSPITAL, LLC",3251 N ROCK RD,DERBY,KS,37.58277168,-97.24698571
GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,40.8710014,-73.62238567
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,37.54279432,-84.65303656
LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES,131 HOSPITAL DRIVE,SALEM,KY,37.26305319,-88.22850246
MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,40.91280606,-73.7877626
MOUNT SINAI BETH ISRAEL BROOKLYN,3201 KINGS HIGHWAY,BROOKLYN,NY,40.6188201,-73.94290124
NEW YORK PRESBYTERIAN HOSPITAL - WESTCHESTER DIVISION,21 BLOOMINGDALE ROAD,WHITE PLAINS,NY,41.02757951,-73.75390988
HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,40.81426493,-73.93986126
HENRY J. CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,NY,40.80328511,-73.94162385
SAINT BARNABAS HOSPITAL HEALTH SYSTEM,4422 THIRD AVENUE,BRONX,NY,40.85268901,-73.89136288
IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,BATH,NY,42.3743292,-77.27890663
ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,4988 STHWY 30,AMSTERDAM,NY,42.95906517,-74.18712293
THE BURDETT CARE CENTER,2215 BURDETT AVENUE,TROY,NY,42.73335775,-73.67266608
MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,41.3693259,-88.42675331
SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,42.26567488,-89.07413954
JAVON BEA HOSPITAL DBA MERCY HEALTH HOSPITAL ROCKTON AVE,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,42.29842717,-89.09844135
THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,PLATTSBURGH,NY,44.70044304,-73.46941987
MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,600 EAST 233RD STREET,BRONX,NY,40.89369717,-73.86119119
HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,SILVER SPRING,MD,39.01472214,-77.03573523
SILVER CROSS HOSPITAL AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,41.54468733,-87.98343597
ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,41.68086496,-88.08465144
FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,38.72856337,-76.99270169
MOUNT SINAI ST. LUKE'S,1111 AMSTERDAM AVENUE,NEW YORK,NY,40.80492254,-73.96159035
NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,622 WEST 168TH STREET,NEW YORK,NY,40.84105288,-73.94068652
NEW YORK PRESBYTERIAN HOSPITAL - NEW YORK WEILL CORNELL CENTER,525 EAST 68TH STREET,NEW YORK,NY,40.76454994,-73.95433226
NYULMC - COBBLE HILL,83 AMITY STREET,BROOKLYN,NY,40.68987342,-73.99776571
URMC STRONG WEST,156 WEST AVENUE,BROCKPORT,NY,43.22161178,-77.94457511
WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,219 BRYANT STREET,BUFFALO,NY,42.90920851,-78.87520901
NYU WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,40.74069748,-73.6430084
UPMC CHAUTAUQUA AT WCA,51 GLASGOW AVENUE,JAMESTOWN,NY,42.09116724,-79.24536584
SJRH - PARK CARE PAVILION,2 PARK AVENUE,YONKERS,NY,40.94038607,-73.89165239
VA MEDICAL CENTER - CANANDAIGUA,400 FORT HILL AVE,CANANDAIGUA,NY,42.90123744,-77.26963606
FOUR WINDS HOSPITAL WESTCHESTER,800 CROSS RIVER ROAD,KATONAH,NY,41.26639132,-73.62071751
FOUR WINDS HOSPITAL SARATOGA,30 CRESCENT AVENUE,SARATOGA SPRINGS,NY,43.05813047,-73.78539606
METHODIST HOSPITAL,1305 N ELM STREET,HENDERSON,KY,37.85497461,-87.58319902
CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,38.31164516,-88.93688084
COPLEY MEMORIAL HOSPITAL INC DBA RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,AURORA,IL,41.72900718,-88.27061598
DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,41.88661497,-88.34345036
PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,41.78580955,-88.32576904
BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVE.,VERSAILLES,KY,38.05476569,-84.72378834
JAMES J. PETERS VA MEDICAL CENTER,130 W KINGSBRIDGE RD,BRONX,NY,40.86734866,-73.90638209
HEART OF TEXAS MEMORIAL HOSPITAL,2008 NINE RD,BRADY,TX,31.1176885,-99.34685361
JACKSON COUNTY HOSPITAL,1013 SOUTH WELLS STREET,EDNA,TX,28.96910475,-96.63588688
SCHLEICHER COUNTY MEDICAL CENTER,400 MURCHISON AVENUE,ELDORADO,TX,30.86300194,-100.6029941
TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,37.36635176,-85.33810656
COCHRAN MEMORIAL HOSPITAL,201 EAST GRANT AVENUE,MORTON,TX,33.71973751,-102.7575223
WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,39.64783067,-78.7332415
ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,38.98992672,-76.53461243
KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,40.06044805,-88.5588217
SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,40.70274682,-89.59196543
BLESSING CARE CORPORATION ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,39.60744348,-90.8151327
MUSCOGEE (CREEK) NATION PHYSICAL REHABILITATION CENTER,900 EAST AIRPORT ROAD,OKMULGEE,OK,35.66753235,-95.96033181
BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,39.93635888,-91.3994572
VALIR REHABILITATION HOSPITAL OF OKC,700 NW SEVENTH STREET,OKLAHOMA CITY,OK,35.47489624,-97.52494158
METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,40.7003058,-89.59491684
REHABILITATION INSTITUTE OF CHICAGO,345 EAST SUPERIOR STREET,CHICAGO,IL,41.89545454,-87.6183348
RIVEREDGE HOSPITAL,8311 WEST ROOSEVELT ROAD,FOREST  PARK,IL,41.86489307,-87.82828251
NORTHSHORE UNIVERSITY HEALTH SYSTEM SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,42.05641606,-87.74070961
RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,41.87861801,-87.80335153
ADVENTIST MIDWEST HEALTH DBA ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,41.79706055,-87.88639493
GOTTLEB MEMORIAL HOSPITAL LOYOLA HEALTH SYSTEM AT GOTTLIEB,701 WEST NORTH AVE,MELROSE PARK,IL,41.91052978,-87.84281507
CHRISTUS MOTHER FRANCES HOSPITAL - WINNSBORO,719 WEST COKE ROAD,WINNSBORO,TX,32.94453832,-95.30727963
YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,29.30695852,-97.12915909
LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,41.87212457,-87.76408865
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,41.78874685,-87.60433713
GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,35.65513819,-101.4091807
THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,41.95518902,-87.65162124
JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,41.87233487,-87.67439846
MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,41.84688958,-87.6214916
LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,41.721465,-87.69302888
ADVOCATE NORTHSIDE HEALTH NETWORK DBA ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,41.93674085,-87.65137166
METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,41.97308677,-87.67074306
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,41.72169452,-87.73244225
LUTHERAN GENERAL HOSPITAL ADVOCATE,1775 DEMPSTER ST,PARK RIDGE,IL,42.03880223,-87.84733438
NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,42.06829111,-87.99218163
ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,42.00465682,-88.01689228
NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,41.89460771,-87.62102437
ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,42.05292846,-88.14103422
PROVIDENT HOSPITAL OF COOK COUNTY,500 E 51ST ST,CHICAGO,IL,41.80267501,-87.61332387
RUSSELL COUNTY HOSPITAL,"153 DOWELL RD., PO BOX 1610",RUSSELL SPRINGS,KY,37.05758045,-85.06735281
RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,BECKLEY,WV,37.7875544,-81.20193159
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,145 NEWCOMB AVE,MT VERNON,KY,37.35796432,-84.33590332
UNION HOSPITAL OF CECIL COUNTY,106 BOW STREET,ELKTON,MD,39.60851453,-75.83196705
BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,38.23811825,-85.6371443
JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,38.24913165,-85.7511895
KINDRED HOSPITAL - LOUISVILLE,1313 SAINT ANTHONY PLACE,LOUISVILLE,KY,38.24265652,-85.73123773
OUR LADY OF PEACE,2020 NEWBURG RD,LOUISVILLE,KY,38.218809,-85.71059213
UNIVERSITY OF LOUISVILLE HOSPITAL,530 S JACKSON ST,LOUISVILLE,KY,38.24832296,-85.74433596
PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BLVD,PAINTSVILLE,KY,37.81551094,-82.8130513
JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,RANSON,WV,39.29598914,-77.85875906
PLATEAU MEDICAL CENTER,430 MAIN STREET,OAK HILL,WV,37.97127658,-81.14978059
MINNIE HAMILTON HEALTH CARE CENTER,186 HOSPITAL DRIVE,GRANTSVILLE,WV,38.92276007,-81.09249296
ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,38.43055045,-82.40041273
PRINCETON COMMUNITY HOSPITAL,"122 12TH STREET, PO BOX 1369",PRINCETON,WV,37.36271893,-81.11301085
PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,38.86906541,-82.12322387
BOONE MEMORIAL HOSPITAL,701 MADISON AVENUE,MADISON,WV,38.0482,-81.80619
POCAHONTAS MEMORIAL HOSPITAL,"150 DUNCAN RD, RR BOX 52 WEST",BUCKEYE,WV,38.20082912,-80.1089784
PRESTON MEMORIAL HOSPITAL,300 S PRICE STREET,KINGWOOD,WV,39.46507784,-79.6878575
WILLIAM R SHARPE JR HOSPITAL,936 SHARPE HOSPITAL ROAD,WESTON,WV,39.04114927,-80.49630427
UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,4000 CAMPBRIDGE ST,KANSAS CITY,KS,39.0558273,-94.6089825
ST JOSEPH HOSPITAL,1 AMALIA DRIVE,BUCKHANNON,WV,38.99141205,-80.2363893
BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,39.47624347,-77.98023718
WEST VIRGINIA UNIVERSITY HOSPITALS,1 MEDICAL CENTER DRIVE,MORGANTOWN,WV,39.65442257,-79.95802214
REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,39.94614193,-80.75243755
ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,39.12577602,-88.55012522
MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,38.63997438,-83.80810517
ST. ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,39.01659182,-84.63076721
PINEVILLE COMMUNITY HOSPITAL,850 RIVERVIEW AVE,PINEVILLE,KY,36.76291694,-83.70776873
